company_name,normalized_company_name,job_scraper,createdAt,updatedAt,deletedAt,company_jobpage,company_website,industry,imagelink,company_summary,company_description
Guild Education,,TRUE,,,,https://www.guildeducation.com/about-us/careers/?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,guildeducation.com,Education Administration Programs,https://ucarecdn.com/f4a0251e-7472-4589-8d7c-54a254f110f0/guild-education.png,We're on a mission to unlock opportunity for America's workforce through education and upskilling.,"Guild Education is on a mission to unlock opportunity for America's workforce through education and upskilling, with a double bottom-line business model that does well by doing good.
  
  Guild works with leading Fortune 1000 employers such as The Walt Disney Company, Walmart, Discover, Chipotle and Lowe's to transform their education & upskilling programs through Guild's technology platform, payments system and learning marketplace. 
  
  With nearly 800 employees and a growing customer base, Guild is a fast-growing company that was recognized as a winner of Fast Company's 2020 World Changing Ideas award and a CNBC Disruptor 50 company for its work at the intersection of education and the future of work."
HCA Healthcare,,TRUE,,,,https://careers.hcahealthcare.com/search/jobs?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://hcahealthcare.com/,Hospitals and Healthcare,https://ucarecdn.com/ffa31210-a157-4f4a-9784-b9937ae92b71/hca-healthcare.png,"At HCA Healthcare, we are driven by a single mission: Above all else, we are committed to the care and improvement of human life.","HCA Healthcare is one of the nation's leading providers of healthcare services, comprising 182 hospitals and approximately more than 2,300 sites of care, including surgery centers, freestanding ERs, urgent care centers, and physician clinics, in 20 states and the United Kingdom. 
  With more than 283,000 colleagues driven by one purpose - to give patients healthier tomorrows - we are excited about the future of medicine and believe we are uniquely positioned to play a leading role in the transformation of clinical care."
Herschend Enterprises,,TRUE,,,,https://www.hfecorp.com/about-us/work-with-us/?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com,https://herschendenterprises.com/,Entertainment Providers,https://ucarecdn.com/2533c810-e4ce-4be7-8cd7-3908cae0b81d/herschend-enterprises-logo.png,"Herschend Enterprises is recognized as the largest family-owned themed attractions organization in the US., with 11,000+ employees across 26 properties that collectively entertain more than 14 million guests annually.","Herschend Family Entertainment and its portfolio of theme park, resorts, and aquariums is part of the Herschend Enterprises family of brands with a collective vision and mission of bringing families closer together by Creating Memories Worth Repeating®.
  
  Today, Herschend Family Entertainment and its parent company Herschend Enterprises are considered the nation's largest family-owned themed attractions corporation in the US. Our team of more than 11,000 employees creates, develops and operates entertainment, tourism and hospitality properties that currently span 26 locations across the US and British Columbia."
Honeywell,,TRUE,,,,https://careers.honeywell.com/us/en/?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://honeywell.com,"Appliances, Electrical, and Electronics Manufacturing",https://ucarecdn.com/c3e3f416-1a67-4d8f-8bc5-12f86f4cc8b8/honeywell.png,We believe what happens tomorrow is determined by what we do today.,"Honeywell is a Fortune 100 company that invents and manufactures technologies to address tough challenges linked to global macrotrends such as safety, security, and energy. 
  With approximately 110,000 employees worldwide, including more than 19,000 engineers and scientists, we have an unrelenting focus on quality, delivery, value, and technology in everything we make and do."
Hulu,,TRUE,,,,"https://jobs.disneycareers.com/search-jobs?acm=ALL&alrpm=ALL&ascf=[%7B%22key%22:%22custom_fields.IndustryCustomField%22,%22value%22:%22Disney+Streaming%22%7D,%7B%22key%22:%22custom_fields.IndustryCustomField%22,%22value%22:%22Hulu%22%7D]",https://www.hulu.com/welcome,Internet,https://ucarecdn.com/cdd40a6a-4047-45ff-b818-dd4340d36981/hulu.png,"Hulu is the leading premium streaming service offering live and on-demand TV and movies, with and without commercials, both in and outside the home.","Launched in 2008, Hulu has grown to more than 25 million subscribers in the U.S. and is the only service that gives viewers instant access to current shows from every major U.S. broadcast network; libraries of hit TV series and films; and acclaimed Hulu Originals like Emmy® and Golden Globe Award-winning series The Handmaid's Tale, Emmy Award-nominated The Looming Tower, Future Man, Marvel's Runaways and Castle Rock, as well as live news, entertainment and sports from 21st Century Fox, The Walt Disney Company, NBCUniversal, CBS Corporation, The CW, Turner Networks, A+E Networks and Discovery Networks all in one place."
Inova Health,,TRUE,,,,https://www.inova.org/careers?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.inova.org/,Hospitals and Health Care,https://ucarecdn.com/cf7eab53-a863-4ee4-bb01-dbbe15f2fa16/inova-health.png,Inova's mission is to provide world-class healthcare to each person in every community we have privilege to serve.,"Inova is Northern Virginiaâ€™s leading nonprofit healthcare provider, employing more than 18,000 team members and serving more than 2 million individuals annually through an integrated network of hospitals, primary and specialty care practices, emergency and urgent care centers, outpatient services and destination institutes such as the Inova Heart and Vascular Institute, Inova Schar Cancer Institute and Inova Neuroscience and Spine Institute."
Intuit,,TRUE,,,,https://jobs.intuit.com/search-jobs?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,intuit.com,Software Development,https://ucarecdn.com/fc8be5ea-608a-46ef-8ec7-c8f42fd274f9/intuit-logo.png,We help our customers and communities overcome their most important financial challenges.,"Intuit is a global technology platform that helps our customers and communities overcome their most important financial challenges. Serving millions of customers worldwide with TurboTax, QuickBooks, Mint, Credit Karma and Mailchimp, we believe that everyone should have the opportunity to prosper and we work tirelessly to find new, innovative ways to deliver on this belief."
JPMorgan Chase & Co.,,TRUE,,,,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions?keyword=,https://www.jpmorganchase.com/,Financial Services,https://ucarecdn.com/aeffa938-38fd-4713-9a39-7e8c1fd69d37/jpmc-logo.png,We're a leading global financial services firm with operations servicing clients in more than 100 countries.,"For over 200 years, JPMorgan Chase & Co has provided innovative financial solutions for consumers, small businesses, corporations, governments and institutions around the world.
  
  Today, we're a leading global financial services firm with operations servicing clients in more than 100 countries. Whether we are serving customers, helping small businesses, or putting our skills to work with partners, we strive to identify issues and propose solutions that will propel the future and strengthen both our clients and our communities."
Kaiser Permanente,,TRUE,,,,https://www.kaiserpermanentejobs.org/search-jobs?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,kp.org,Hospitals and Health Care,https://ucarecdn.com/4fc77788-1885-4d88-ab5a-0e2cc7eb4f34/kaiser-permanente-logo.png,"We are relentless in our pursuit of excellence. Founded nearly 80 years ago, our unique business model sets us apart - positioning us to drive improvements across the industry and around the world.","As the nationâ€™s leading not-for-profit health plan, we proudly serve 11+ million members from 600+ locations in 8 states and D.C. Together, our 200,000+ employees work as one to positively impact the lives of our members, employees, and communities."
UKG,UKG,TRUE,,,,https://careers.ukg.com/?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.kronos.com/,Software Development,https://ucarecdn.com/756e5fbc-49ee-45ca-af2a-c1c1324c2bb3/kronos.png,"Built from the merger of Ultimate Software & Kronos Inc, we are now UKG. We provide global HCM, payroll and workforce management solutions.","UKG is a leading provider of HR, payroll, and workforce management solutions for all people. But donâ€™t take our word for it: We are the only enterprise vendor ranked as a leader by all major analysts and peer review sites and have been recognized around the world for our workplace culture, innovative practices, and commitment to customer success."
LendEDU,,TRUE,,,,mailto:support@lendedu.com,https://lendedu.com/,Financial Services,https://ucarecdn.com/33a29a41-cd7f-48e2-a1f2-afd7aaafd68e/lendedu.png,Educated Financial Decisions.,"LendEDU is a personal finance comparison website. LendEDU's goal is to help you make educated financial decisions when it comes to products like student loans, mortgages, home equity loans, insurance, personal loans, credit cards, and many more. Through LendEDU's free blog, tools, and resources, we want to keep you informed and educated on all things personal finance."
Live Nation Entertainment,,TRUE,,,,https://livenation.wd1.myworkdayjobs.com/LNExternalSite?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com,https://www.livenation.com/,Entertainment,https://ucarecdn.com/75565027-05d4-44af-9cb9-788490e284e1/live-nation.png,"Live Nation produces more concerts, sell more tickets and connects more brands to music than anyone else in the world.","Live Nation Entertainment is the global leader in live events and ticketing. With business operations and corporate functions across major divisions including Ticketmaster, Concerts, Media & Sponsorship and Artist Nation, we offer exciting opportunities across every discipline."
Lockheed Martin,,TRUE,,,,https://www.lockheedmartinjobs.com/?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.lockheedmartin.com/,Defense and Space Manufacturing,https://ucarecdn.com/10c165e0-8dd2-4b22-b22f-f12cebffa70b/lockheed-martin.png,"Customer focus, innovation and purpose are built into everything we do. Lockheed Martin. Your Mission Is Ours®.","Headquartered in Bethesda, Maryland, Lockheed Martin is a global security and aerospace company that employs approximately 114,000 people worldwide and is principally engaged in the research, design, development, manufacture, integration and sustainment of advanced technology systems, products and services."
Lowe's,,TRUE,,,,https://talent.lowes.com/us/en?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.lowes.com/,Retail,https://ucarecdn.com/b9fca046-a3f5-43c2-a052-ce759cbbaa18/lowe's-logo.wine.png,Do it right for less. Start with Lowe's.,"Lowe's grew from one small-town hardware store in North Carolina to one of the largest home improvement retailers in the world. 
  
  Then and now, we're committed to helping homeowners, renters and Pros improve their homes and businesses."
Mclaren Health Care,,TRUE,,,,https://www.mclaren.org/main/careers?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,mclaren.org,Hospitals and Health Care,https://ucarecdn.com/37f528ac-efd8-459d-af66-13c6f190963f/mclaren-health-care.png,"McLaren Health Care, headquartered in Grand Blanc, Michigan, is a fully integrated health care delivery system committed to quality, evidence-based patient care and cost efficiency.","The McLaren system includes 15 hospitals in Michigan and Ohio, ambulatory surgery centers, imaging centers, a 490-member employed primary and specialty care physician network, commercial and Medicaid HMOs covering approximately 640,000 lives in Michigan and Indiana, home health, infusion and hospice providers, pharmacy services, a clinical laboratory network and a wholly owned medical malpractice insurance company.
  McLaren operates Michigan's largest network of cancer centers and providers, anchored by the Karmanos Cancer Institute, one of only 51 National Cancer Institute-designated comprehensive cancer centers in the U.S."
MidWestOne Bank,,TRUE,,,,https://careers-midwestone.icims.com/jobs/search?ss=1&hashed=-435800308&mobile=false&width=980&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240%3Futm_source%3Ddwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.midwestone.bank/,Financial Services,https://ucarecdn.com/7bde84f8-010d-4f47-8cb7-9448d8714eb1/midwestone-bank.png,"MidWestOne Bank was founded in 1934 with the mission statement ""To take care of our customers...and those who should be. This is the same mission today.","Headquartered in Iowa City, Iowa, MidWestOne Bank operates 55 banking offices in Iowa, Minnesota, Wisconsin, Florida and Colorado. As a community bank, MidWestOne focuses on fulfilling all of the possible financial needs of a customer by offering personal banking, small business banking, wealth management, mortgage, and more."
Natixis,,TRUE,,,,https://recrutement.natixis.com/jobs/list?hidden_submit=1&amp;keywords=&amp;category=&amp;country=US&amp;city=&amp;contractType=&amp;organization=?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://natixis.groupebpce.com/natixis/en/home-j_6.html,Financial Services,https://media-exp1.licdn.com/dms/image/C560BAQGYmAU5uZzJ5A/company-logo_200_200/0/1631809074130?e=2159024400&v=beta&t=dHpMpWFMeqOYSTPEsQQPdR-Kzmzksc1Fh46eIMBp4nc,Corporate and Investment Banking.,"Natixis is a leading global financial institution that provides advisory, investment banking, financing, corporate banking and capital markets services to corporations, financial institutions, financial sponsors and sovereign and supranational organizations worldwide."
New York Life Insurance Company,,TRUE,,,,https://jobs.newyorklife.com/search/?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.newyorklife.com/,Financial Services,https://ucarecdn.com/95bfd250-bbae-4c4f-a600-1421ce89e071/new-york-life-logo.png,"For over 175 years, we've been helping people put their love into action.","For over 175 years, we've been helping people put love into action. As a mutual company owned by our policyholders*, we hold ourselves to the highest standards of transparency, objectivity, and integrity. Recognized as one of Fortune's World's Most Admired Companies**, we're committed to improving local communities through a culture of giving and volunteerism, supported by our own New York Life Foundation."
Noodles & Company,,TRUE,,,,https://apply.jobappnetwork.com/noodles?keywordsFilter=&city=&state=&category=Restaurant%20Management&utm_source=careersite&utm_medium=organic&utm_campaign=RestaurantManagement&?src=CompanyWebsite?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.noodles.com/,Restaurants,https://ucarecdn.com/0cf57bbf-57dd-4d18-a9ca-43228716c168/noodles-&-company.png,"Our mission is to nourish and inspire every team member, guest and community we serve. All noodles welcome!","At Noodles & Company we have 4 core values: We Care, We are Passionate, We Show Pride and We Love Life! We've created a supportive environment that challenges and rewards those who share our mission - to Nourish and Inspire every team member, guest, and community we serve."
NVIDIA,,TRUE,,,,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.nvidia.com/en-us/,Computer Hardware,https://ucarecdn.com/341860d0-93b4-4897-90ee-929222e0e4f9/nvidia.png,A pioneer in accelerated computing.,"Our invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined computer graphics and ignited the era of modern AI. NVIDIA is now a full-stack computing company with data-center-scale offerings that are reshaping industry."
Papa John's,,TRUE,,,,https://jobs.papajohns.com/search/searchjobs?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.papajohns.com/,Restaurants,https://ucarecdn.com/31b6d2f4-6191-4394-b839-c3e7050fbb2c/papa-john's.png,Better Ingredients. Better Pizza.®,"Papa Johns seeks people who have an entrepreneurial spirit and share our philosophy for success. Hands-on training, a clean and safe work environment, quality business practices, advancement opportunities and meaningful work combine to produce not only the best pizza, but also the best team members! Better Opportunities. Better People! 
  
  At Papa Johns we call ourselves team members instead of employees because we believe it is only through a strong team we can produce the best experience for our customers. Whether at our corporate campus, distribution centers, our restaurants, or located internationally; Papa Johns has a variety of positions for talented and passionate people."
Peloton,,TRUE,,,,https://www.onepeloton.com/careers?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.onepeloton.com/,"Health, Wellness & Fitness",https://ucarecdn.com/5d9c5374-b56f-4e7e-96e8-a51d3c22bb16/peloton.png,"Peloton is the leading interactive fitness platform globally, with a passionate community of more than 7 million Members in the US, UK, Canada, Germany, and Australia.","Peloton makes fitness entertaining, approachable, effective, and convenient, while fostering social connections that motivate its Members to commit to their fitness journeys. 
  Consumers can access the Peloton library with thousands of live and on-demand classes at the gym, at home, on the road, or wherever they choose to move, through the Peloton Bike, Peloton Tread, Peloton Bike+, Peloton Guide, and Peloton App on any iOS or Android device and select smart TVs."
Penguin Random House,,TRUE,,,,https://jobsearch.createyourowncareer.com/PRH_US/search/?q=&locationsearch=,https://www.penguinrandomhouse.com/,Publishing,https://ucarecdn.com/4ccc1d75-b248-4e0c-b7ed-f451040ac6dd/penguin-random-house.png,Our mission is to ignite a universal passion for reading by creating books for everyone.,"Penguin Random House is the world's largest trade book publisher. Worldwide, the company is comprised of the adult and children's fiction and nonfiction print and digital trade book publishing businesses of Penguin and Random House in the U.S., U.K., Canada, Australia, New Zealand, India, and South Africa, and Penguin's trade publishing activity in Asia and Brazil; DK worldwide; and Penguin Random House Grupo Editorial's Spanish-language companies in Spain, Mexico, Argentina, Uruguay, Colombia, and Chile."
Pepsico,,TRUE,,,,https://www.pepsicojobs.com/main/jobs?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,http://www.pepsico.com/,Food and Beverage Service,https://ucarecdn.com/ea0130d8-b495-4022-ba50-fc7ab6ca80bf/pepsico.png,Global leader in convenient foods and beverages.,"PepsiCo products are enjoyed by consumers more than one billion times a day in more than 200 countries and territories around the world. 
  
  PepsiCo's product portfolio includes a wide range of enjoyable foods and beverages, including many iconic brands - such as Lay's, Doritos, Cheetos, Gatorade, Pepsi-Cola, Mountain Dew, Quaker and SodaStream - that generate more than $1 billion each in estimated annual retail sales."
Powertex Group,,TRUE,,,,https://powertexgroup.com/careers?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://powertexgroup.com/,Advertising Services,https://ucarecdn.com/7151acf0-b760-401a-bea2-606ed719a896/powertex-group.png,Your story. Our craft. Branded merchandise solutions made for your business.,"Powertex is a full-service branded merchandise supplier, specializing in not only providing high quality, cost-competitive custom products, but also in providing flexible, turn-key program services that help our customers make real life connections with their brand fans, employees, retail partners, and corporate stakeholders."
Public Prep,,TRUE,,,,https://www.publicprep.org/careers?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,publicprep.org,Education Administration Programs,https://ucarecdn.com/f33c45d1-7737-4ad8-884a-ea93e2dad84f/public-prep.png,"Public Prep is an award-winning network of charter schools across Manhattan and the Bronx and the nation's first non-profit tuition-free charter school network that develops exceptional Pre-K, and single-gender elementary and middle public schools.","We envision a world where every scholar realizes their greatness inside and outside of school, and where classrooms are beacons of the community, fostering courageous learners, critical thinkers, and resilient leaders with strong personal agency. 
  Our network comprises 6 schools across 5 campuses in the Lower East Side and Bronx, serving 2,100 scholars in grades PreK-8: 
  Girls Prep Bronx Elementary School (Grades Pre-K-5) 
  Girls Prep Bronx Elementary School II (Grades Pre-K-2) 
  Girls Prep Bronx Middle School (Grades 6-8)
  Girls Prep Lower East Side Elementary School (Grades PreK-4)
  Girls Prep Lower East Side Middle School (Grades 5-8)
  Boys Prep Bronx (Grades K-8)"
Pure Insurance,,TRUE,,,,https://pureinsurance.wd5.myworkdayjobs.com/PURE?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.pureinsurance.com/,Insurance,https://ucarecdn.com/186af743-247a-45fd-ac63-6d6a492e8c37/pure-insurance.png,"PURE is a property and casualty insurance company designed exclusively for successful, responsible families.","We opened for business more than 15 years ago with the goal of offering something different in the insurance space: a company focused on doing what's right for our membership (policyholders), one that promotes transparency and alignment of interests, and delivers greater value."
PwC,,TRUE,,,,"https://jobs.us.pwc.com/search-jobs?fl=6252001,4566966&fcf=[%7B%22Value%22:%22Entry+level+jobs%22,%22Key%22:%22salary_time%22%7D]?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com",https://www.pwc.com/us/en,Accounting,https://ucarecdn.com/fc237bcd-afd3-413d-a930-448d425ad015/pwc.png,"At PwC, our purpose is to build trust in society and solve important problems.","We're a network of firms in 155 countries with over 284,000 people who are committed to delivering quality in assurance, advisory and tax services."
Rock Family of Companies,,TRUE,,,,https://www.myrocketcareer.com/about-us/family-of-companies?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.myrocketcareer.com/about-us/family-of-companies/,Various Industries,https://ucarecdn.com/ec082b22-92ed-4a16-9a86-2c3fc4ec9362/rockfoc-logo.png,"Rocket Companies® and the affiliated Family of Companies are comprised of around 100 businesses that span fintech, real estate, sports, entertainment and more. 
  
  Because of this variety, the career possibilities here are practically infinite.","Rocket Companies is a Detroit-based organization made up of businesses that span mortgages, real estate, automotive, personal finance and more. Our goal is to be the best at helping our clients with simple, fast and trusted digital solutions to navigate life's most complex moments. 
  
  In doing so, we've empowered millions of people to build brighter financial futures for themselves and their families."
RubiconMD,,TRUE,,,,https://boards.greenhouse.io/rubiconmd?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.rubiconmd.com/,IT Sevices and IT Consulting,https://ucarecdn.com/fa2586ee-5e0f-4899-a573-ec0e88f40647/rubiconmd.png,Your virtual front door to specialty care.,"RubiconMD is leading the mission to democratize medical expertise through its virtual-first specialty care solutions. 
  The RubiconMD eConsult and Behavioral Health platforms remove barriers to specialty expertise by rapidly connecting primary care clinicians to a board-certified panel of experts. 
  These solutions empower clinicians to deliver higher-quality care plans in a timely manner. RubiconMD eliminates unnecessary referrals and services, reduces patient wait times and travel burdens, and allows primary care to practice at the top of their license."
Shipt,,TRUE,,,,https://shipt.wd1.myworkdayjobs.com/Shipt_External?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,shipt.com,"Technology, Information and Internet",https://ucarecdn.com/b9c6c137-8db3-45b0-97b5-7b44a3743690/shipt-logo.png,Shipt brings the store to your door.,"Through a community of Shipt Shoppers and a convenient app, Shipt provides personal shopping and delivery and is available to 80% of households in more than 5,000 U.S. cities. 
  
  Shipt Shoppers go above and beyond, communicating in real time about preferences and substitutions. A curated marketplace of retailers, Shipt offers access to a variety of stores and product categories including fresh foods, household essentials, wellness products, office and pet supplies.
  
  Founded and headquartered in Birmingham, Alabama, Shipt also maintains an office in San Francisco."
SoFi,,TRUE,,,,https://www.sofi.com/careers/?ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_source=dwindlestudentdebt.com,https://www.sofi.com/,Financial Services,https://ucarecdn.com/a6fd90df-96f8-4edd-a6e0-e120238d8ef3/sofi.png,"SoFi helps you save, spend, earn, borrow, invest, and protect your money all in one app.","SoFi is a values-driven company on a mission to help our members get their money right. We create modern financial products and services that help people borrow, save, spend, invest, and protect their money better, so that they can achieve financial independence and realize their ambitions - from owning a home to saving for retirement, paying off their student loans, and more."
Sotheby's,,TRUE,,,,https://boards.greenhouse.io/sothebys?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.sothebys.com/en/,Artists and Writers,https://ucarecdn.com/c7df965e-2cc8-4de6-bd87-5afe16c6eacd/sotheby's-logo.png,The world's premier destination for art and luxury.,"Established in 1744, Sotheby's is the world's premier destination for art and luxury. Synonymous with innovation, Sotheby's promotes access, connoisseurship and preservation of fine art and rare objects through auctions, private sales and retail locations. 
  Our trusted global marketplace is supported by a network of specialists spanning 40 countries and 50 categories, which include Contemporary Art, Modern and Impressionist Art, Old Masters, Chinese Works of Art, Jewelry, Watches, Wine and Spirits, and Interiors, among many others."
Staples,,TRUE,,,,https://careers.staples.com/global/en?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,staples.com,Retail Office Equipment,https://ucarecdn.com/e9f676ae-2eec-4e78-acff-1018a6174aa4/staples.png,"Whether you know exactly what you need, or you're looking for tools and inspiration to hit your goals, Staples is here for you.","Staples is The Worklife Fulfillment Company, helping businesses of all sizes be more productive, connected and inspired - however and wherever they work today. With dedicated account teams, category professionals, innovative brands and a curated product assortment for business, Staples provides customized solutions to help organizations achieve their goals. The company operates in North America through eCommerce and direct sales, and is headquartered near Boston, Massachusetts."
Starbucks,,TRUE,,,,https://www.starbucks.com/careers/?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,starbucks.com,Retail,https://ucarecdn.com/130d7e8d-8a59-4c69-80fe-61d0b790795f/starbucks-logo.png,"By bringing people together over coffee, Starbucks has become one of the world's best-known and best-loved companies.","We purchase, roast and serve award-winning coffee. We also offer Italian-style espresso beverages, cold blended beverages, delicious food, premium teas and selected compact discs through our retail stores. 
  
  Working at Starbucks is a lot like working with your friends. When you work here, you're not an ""employee"" - we call ourselves ""partners"" - because we believe in shared common goals and mutual success. 
  
  We're dedicated to serving ethically sourced coffee, caring for the environment and giving back to the communities where we do business."
Sunrun,,TRUE,,,,https://careers.sunrun.com/us/en/search-results?m=3?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,sunrun.com,Solar Electric Power Generation,https://ucarecdn.com/50eb807d-88de-47ec-9309-20b566e62d87/sunrun-logo.png,"Power through life, with the power of Sunrun.","We believe America's energy future starts at home. By leading the charge on electrifying the home, we are enabling individuals to create, store, and control the energy they need to power their homes, their cars, and their communities with clean, renewable energy."
Taco Bell,,TRUE,,,,https://www.tacobell.com/careers?utm_source=dwindlestudentdebt.com&utm_medium=dwindlestudentdebt.com&utm_campaign=dwindlestudentdebt.com&ref=dwindlestudentdebt.com&source=dwindlestudentdebt.com,https://www.tacobell.com/,Restaurants,https://ucarecdn.com/436bea2a-9933-4ff8-8696-96bf69e1bf43/taco-bell.png,The world's largest Mexican-inspired quick service restaurant (QSR) brand.,"From breakfast to late night, Taco Bell serves customizable tacos, burritos and quesadillas, among other craveable choices like the Crunchwrap Supreme® and Nacho Fries. 
  
  Taco Bell offers a wide variety of plant-based menu items and was the first QSR brand to offer American Vegetarian Association (AVA)-certified menu items. 
  
  Taco Bell and its more than 350 franchise organizations proudly serve over 42 million customers each week through over 7,000 restaurants, as well as through its mobile and desktop touchpoints and via delivery ordering services. 
  
  Internationally, Taco Bell has over 600 restaurants, with plans to add 2,000 more restaurants in the next decade."
